iter	Passed	Remaining
516	125	600
517	125	600
518	125	600
519	125	599
520	126	599
521	126	599
522	126	598
523	126	598
524	126	597
525	126	597
526	127	596
527	127	595
528	127	595
529	127	594
530	127	594
531	127	593
532	128	593
533	128	592
534	128	592
535	128	591
536	128	591
537	129	590
538	129	590
539	129	591
540	130	591
541	130	591
542	130	590
543	130	590
544	131	591
545	131	591
546	131	590
547	131	590
548	132	590
549	132	589
550	132	588
551	132	588
552	132	588
553	133	587
554	133	586
555	133	586
556	133	585
557	133	585
558	133	584
559	134	584
560	134	583
561	134	583
562	134	582
563	134	581
564	134	581
565	135	580
566	135	580
567	135	579
568	135	579
569	135	578
570	135	578
571	136	577
572	136	577
573	136	576
574	136	576
575	136	575
576	137	575
577	137	575
578	137	574
579	137	574
580	137	573
581	138	573
582	138	572
583	138	572
584	138	572
585	138	572
586	139	572
587	139	571
588	139	571
589	139	570
590	139	570
591	140	570
592	140	570
593	140	570
594	141	570
595	141	569
596	141	569
597	141	568
598	141	568
599	141	567
600	142	567
601	142	566
602	142	566
603	142	565
604	142	565
605	143	565
606	143	564
607	143	564
608	143	563
609	143	562
610	144	563
611	144	563
612	144	563
613	144	563
614	145	562
615	145	562
616	145	562
617	145	561
618	145	561
619	146	560
620	146	560
621	146	559
622	146	559
623	146	558
624	146	558
625	147	557
626	147	557
627	147	557
628	147	556
629	147	556
630	148	555
631	148	555
632	148	554
633	148	554
634	148	554
635	148	553
636	149	553
637	149	552
638	149	552
639	149	552
640	149	552
641	150	551
642	150	551
643	150	550
644	150	550
645	150	549
646	151	549
647	151	549
648	151	548
649	151	548
650	151	547
651	152	547
652	152	547
653	152	546
654	152	546
655	152	546
656	153	546
657	153	545
658	153	545
659	153	545
660	153	544
661	154	544
662	154	544
663	154	543
664	154	543
665	154	542
666	155	542
667	155	542
668	155	541
669	155	541
670	155	540
671	155	540
672	156	539
673	156	539
674	156	538
675	156	538
676	156	538
677	156	537
678	157	537
679	157	536
680	157	536
681	157	535
682	157	535
683	158	535
684	158	534
685	158	534
686	158	534
687	159	534
688	159	534
689	159	534
690	159	534
691	160	534
692	160	533
693	160	533
694	160	532
695	160	532
696	160	531
697	161	531
698	161	531
699	161	530
700	161	530
701	161	530
702	162	529
703	162	529
704	162	528
705	162	528
706	162	527
707	162	527
708	163	527
709	163	526
710	163	526
711	163	525
712	163	525
713	164	525
714	164	524
715	164	524
716	164	523
717	164	523
718	165	523
719	165	523
720	165	523
721	166	523
722	166	523
723	166	523
724	166	523
725	167	523
726	167	523
727	167	523
728	167	522
729	168	522
730	168	522
731	168	521
732	168	522
733	169	521
734	169	521
735	169	521
736	169	520
737	169	520
738	170	520
739	170	519
740	170	519
741	170	518
742	170	518
743	170	518
744	171	517
745	171	517
746	171	516
747	171	516
748	171	516
749	171	515
750	172	515
751	172	515
752	172	514
753	172	514
754	172	513
755	173	514
756	173	514
757	173	513
758	173	513
759	174	513
760	174	512
761	174	512
762	174	512
763	174	512
764	175	511
765	175	511
766	175	510
767	175	510
768	175	510
769	176	509
770	176	509
771	176	508
772	176	508
773	176	508
774	176	507
775	177	507
776	177	506
777	177	506
778	177	506
779	177	505
780	177	505
781	178	504
782	178	504
783	178	504
784	178	503
785	178	503
786	178	503
787	179	502
788	179	502
789	179	502
790	179	501
791	179	501
792	180	500
793	180	500
794	180	501
795	180	501
796	181	500
797	181	500
798	181	501
799	182	500
800	182	500
801	182	500
802	182	499
803	182	499
804	182	498
805	183	498
806	183	498
807	183	497
808	183	497
809	183	496
810	183	496
811	184	496
812	184	495
813	184	495
814	184	494
815	184	494
816	184	494
817	185	493
818	185	493
819	185	493
820	185	492
821	185	492
822	186	492
823	186	491
824	186	491
825	186	491
826	186	490
827	186	490
828	187	489
829	187	489
830	187	489
831	187	489
832	187	489
833	188	488
834	188	488
835	188	487
836	188	487
837	188	487
838	189	486
839	189	486
840	189	486
841	189	485
842	189	485
843	189	484
844	190	484
845	190	484
846	190	483
847	190	483
848	190	483
849	190	482
850	191	482
851	191	481
852	191	481
853	191	481
854	191	480
855	191	480
856	192	480
857	192	479
858	192	479
859	192	479
860	192	478
861	192	478
862	193	478
863	193	477
864	193	477
865	193	476
866	193	476
867	193	476
868	194	475
869	194	475
870	194	475
871	194	475
872	194	474
873	195	474
874	195	474
875	195	474
876	195	474
877	196	473
878	196	473
879	196	473
880	196	472
881	196	472
882	196	472
883	197	471
884	197	471
885	197	471
886	197	470
887	197	470
888	198	470
889	198	470
890	198	469
891	198	469
892	198	469
893	199	468
894	199	468
895	199	468
896	199	467
897	199	467
898	199	467
899	200	466
900	200	466
901	200	466
902	200	466
903	200	465
904	200	465
905	201	464
906	201	464
907	201	464
908	201	463
909	201	463
910	202	463
911	202	462
912	202	463
913	202	462
914	202	462
915	203	462
916	203	461
917	203	461
918	203	461
919	203	460
920	203	460
921	204	459
922	204	459
923	204	459
924	204	458
925	204	458
926	205	458
927	205	458
928	205	457
929	205	457
930	205	457
931	205	456
932	206	456
933	206	456
934	206	455
935	206	455
936	206	455
937	206	454
938	207	454
939	207	454
940	207	453
941	207	453
942	207	453
943	207	452
944	208	452
945	208	452
946	208	452
947	208	452
948	209	451
949	209	451
950	209	451
951	209	450
952	209	450
953	209	450
954	210	450
955	210	449
956	210	449
957	210	449
958	210	448
959	211	448
960	211	448
961	211	448
962	211	447
963	211	447
964	212	447
965	212	447
966	212	446
967	212	446
968	212	446
969	213	445
970	213	445
971	213	445
972	213	444
973	213	444
974	213	444
975	214	444
976	214	444
977	214	443
978	214	443
979	214	443
980	215	442
981	215	442
982	215	442
983	215	441
984	215	441
985	215	441
986	216	440
987	216	440
988	216	440
989	216	439
990	216	439
991	217	439
992	217	439
993	217	439
994	217	438
995	217	438
996	218	438
997	218	437
998	218	437
999	218	437
1000	218	436
1001	218	436
1002	219	436
1003	219	435
1004	219	435
1005	219	435
1006	219	435
1007	219	434
1008	220	434
1009	220	434
1010	220	433
1011	220	433
1012	220	433
1013	221	432
1014	221	432
1015	221	432
1016	221	431
1017	221	431
1018	221	431
1019	222	431
1020	222	430
1021	222	430
1022	222	430
1023	222	429
1024	223	429
1025	223	429
1026	223	429
1027	223	428
1028	223	428
1029	223	428
1030	224	427
1031	224	427
1032	224	427
1033	224	426
1034	224	426
1035	225	426
1036	225	426
1037	225	426
1038	225	426
1039	225	425
1040	226	425
1041	226	425
1042	226	424
1043	226	424
1044	226	424
1045	226	423
1046	227	423
1047	227	423
1048	227	423
1049	227	422
1050	227	422
1051	228	422
1052	228	421
1053	228	421
1054	228	421
1055	228	421
1056	229	421
1057	229	421
1058	229	420
1059	229	420
1060	230	420
1061	230	420
1062	230	419
1063	230	419
1064	230	419
1065	230	418
1066	231	418
1067	231	418
1068	231	418
1069	231	418
1070	231	417
1071	232	417
1072	232	417
1073	232	416
1074	232	416
1075	232	416
1076	232	415
1077	233	415
1078	233	415
1079	233	415
1080	233	414
1081	234	414
1082	234	414
1083	234	414
1084	234	414
1085	234	413
1086	235	413
1087	235	413
1088	235	413
1089	235	412
1090	235	412
1091	236	412
1092	236	412
1093	236	411
1094	236	411
1095	236	411
1096	236	410
1097	237	410
1098	237	410
1099	237	410
1100	237	409
1101	237	409
1102	238	409
1103	238	409
1104	238	409
1105	239	409
1106	239	409
1107	239	408
1108	239	408
1109	239	408
1110	240	408
1111	240	408
1112	240	408
1113	240	407
1114	241	407
1115	241	407
1116	241	407
1117	241	406
1118	241	406
1119	242	406
1120	242	406
1121	242	405
1122	242	405
1123	242	405
1124	242	404
1125	243	404
1126	243	404
1127	243	404
1128	243	403
1129	243	403
1130	243	403
1131	244	402
1132	244	402
1133	244	402
1134	244	401
1135	244	401
1136	244	401
1137	245	400
1138	245	400
1139	245	400
1140	245	400
1141	245	399
1142	245	399
1143	246	399
1144	246	399
1145	246	399
1146	246	398
1147	247	398
1148	247	398
1149	247	398
1150	247	397
1151	247	397
1152	247	397
1153	248	396
1154	248	396
1155	248	396
1156	248	396
1157	248	395
1158	249	395
1159	249	395
1160	249	395
1161	249	394
1162	249	394
1163	250	394
1164	250	394
1165	250	394
1166	250	394
1167	251	394
1168	251	393
1169	251	393
1170	251	393
1171	252	393
1172	252	392
1173	252	392
1174	252	392
1175	252	392
1176	253	391
1177	253	391
1178	253	391
1179	253	391
1180	253	390
1181	253	390
1182	254	390
1183	254	390
1184	254	389
1185	254	389
1186	254	389
1187	255	389
1188	255	388
1189	255	388
1190	255	388
1191	256	388
1192	256	388
1193	256	387
1194	256	387
1195	256	387
1196	256	386
1197	256	386
1198	257	386
1199	257	385
1200	257	385
1201	257	385
1202	257	385
1203	257	384
1204	258	384
1205	258	384
1206	258	384
1207	258	383
1208	258	383
1209	259	383
1210	259	382
1211	259	382
1212	259	382
1213	259	382
1214	260	382
1215	260	381
1216	260	381
1217	260	381
1218	260	381
1219	261	380
1220	261	380
1221	261	380
1222	261	380
1223	261	380
1224	262	379
1225	262	379
1226	262	379
1227	262	379
1228	263	379
1229	263	378
1230	263	378
1231	263	378
1232	263	378
1233	263	377
1234	264	377
1235	264	377
1236	264	377
1237	264	376
1238	264	376
1239	264	376
1240	265	375
1241	265	375
1242	265	375
1243	265	374
1244	265	374
1245	265	374
1246	266	374
1247	266	373
1248	266	373
1249	266	373
1250	266	373
1251	267	372
1252	267	372
1253	267	372
1254	267	372
1255	267	372
1256	268	371
1257	268	371
1258	268	371
1259	268	371
1260	269	370
1261	269	370
1262	269	370
1263	269	370
1264	269	370
1265	270	370
1266	270	370
1267	270	369
1268	270	369
1269	271	369
1270	271	368
1271	271	368
1272	271	368
1273	271	368
1274	271	367
1275	272	367
1276	272	367
1277	272	367
1278	272	366
1279	272	366
1280	272	366
1281	272	365
1282	273	365
1283	273	365
1284	273	364
1285	273	364
1286	273	364
1287	273	363
1288	273	363
1289	274	364
1290	274	363
1291	274	363
1292	275	363
1293	275	362
1294	275	362
1295	275	362
1296	275	361
1297	275	361
1298	275	361
1299	276	361
1300	276	360
1301	276	360
1302	276	360
1303	276	360
1304	277	359
1305	277	359
1306	277	359
1307	277	358
1308	277	358
1309	277	358
1310	277	358
1311	278	357
1312	278	357
1313	278	357
1314	278	356
1315	278	356
1316	278	356
1317	278	356
1318	279	355
1319	279	355
1320	279	355
1321	279	354
1322	279	354
1323	279	354
1324	279	353
1325	280	353
1326	280	353
1327	280	352
1328	280	352
1329	280	352
1330	280	352
1331	280	351
1332	281	351
1333	281	351
1334	281	350
1335	281	350
1336	281	350
1337	281	350
1338	281	349
1339	282	349
1340	282	349
1341	282	348
1342	282	348
1343	282	348
1344	282	348
1345	283	347
1346	283	347
1347	284	348
1348	289	354
1349	289	354
1350	289	353
1351	290	353
1352	290	353
1353	290	353
1354	290	353
1355	291	352
1356	291	352
1357	291	352
1358	291	351
1359	291	351
1360	291	351
1361	292	351
1362	292	351
1363	292	350
1364	292	350
1365	292	350
1366	292	349
1367	293	349
1368	293	349
1369	293	349
1370	293	348
1371	293	348
1372	293	348
1373	293	347
1374	294	347
1375	294	347
1376	294	346
1377	294	346
1378	294	346
1379	294	346
1380	294	345
1381	295	346
1382	296	346
1383	296	345
1384	296	345
1385	296	345
1386	296	345
1387	296	344
1388	297	344
1389	297	344
1390	297	344
1391	297	343
1392	297	343
1393	298	343
1394	298	343
1395	298	343
1396	299	343
1397	299	342
1398	299	342
1399	299	342
1400	300	342
1401	300	342
1402	300	342
1403	300	342
1404	301	341
1405	301	341
1406	301	341
1407	301	340
1408	301	340
1409	301	340
1410	302	340
1411	302	339
1412	302	339
1413	302	339
1414	302	339
1415	302	338
1416	303	338
1417	303	338
1418	303	337
1419	303	337
1420	303	337
1421	304	337
1422	304	337
1423	304	337
1424	304	336
1425	304	336
1426	305	336
1427	305	336
1428	305	335
1429	305	335
1430	305	335
1431	305	334
1432	305	334
1433	306	334
1434	306	334
1435	306	333
1436	306	333
1437	306	333
1438	306	332
1439	307	332
1440	307	332
1441	307	332
1442	307	331
1443	307	331
1444	307	331
1445	307	330
1446	308	330
1447	308	330
1448	308	330
1449	308	329
1450	308	329
1451	308	329
1452	308	328
1453	309	328
1454	309	328
1455	309	328
1456	309	327
1457	309	327
1458	309	327
1459	309	326
1460	310	326
1461	310	326
1462	310	326
1463	310	326
1464	310	325
1465	311	325
1466	311	325
1467	311	324
1468	311	324
1469	311	324
1470	312	324
1471	312	324
1472	312	323
1473	312	323
1474	312	323
1475	313	323
1476	313	323
1477	313	322
1478	313	322
1479	313	322
1480	314	322
1481	314	321
1482	314	321
1483	314	321
1484	314	321
1485	314	320
1486	314	320
1487	315	320
1488	315	320
1489	315	319
1490	315	319
1491	315	319
1492	315	318
1493	316	318
1494	316	318
1495	316	318
1496	316	317
1497	316	317
1498	316	317
1499	316	316
1500	317	316
1501	317	316
1502	317	316
1503	317	316
1504	317	315
1505	318	315
1506	318	315
1507	318	315
1508	318	315
1509	318	314
1510	319	314
1511	319	314
1512	319	313
1513	319	313
1514	319	313
1515	319	313
1516	320	312
1517	320	312
1518	320	312
1519	320	312
1520	320	311
1521	320	311
1522	321	311
1523	321	311
1524	321	310
1525	321	310
1526	321	310
1527	321	310
1528	321	309
1529	322	309
1530	322	309
1531	322	309
1532	322	308
1533	322	308
1534	322	308
1535	323	307
1536	323	307
1537	323	307
1538	323	307
1539	323	307
1540	323	306
1541	324	306
1542	324	306
1543	324	305
1544	324	305
1545	324	305
1546	324	305
1547	325	304
1548	325	304
1549	325	304
1550	325	304
1551	326	304
1552	326	304
1553	326	304
1554	327	304
1555	327	303
1556	327	303
1557	327	303
1558	327	303
1559	328	302
1560	328	302
1561	328	302
1562	328	302
1563	328	301
1564	328	301
1565	329	301
1566	329	301
1567	329	300
1568	329	300
1569	329	300
1570	329	300
1571	330	299
1572	330	299
1573	330	299
1574	330	299
1575	330	298
1576	330	298
1577	331	298
1578	331	298
1579	331	297
1580	331	297
1581	331	297
1582	331	297
1583	332	296
1584	332	296
1585	332	296
1586	332	296
1587	332	296
1588	333	295
1589	333	295
1590	333	295
1591	334	295
1592	334	295
1593	334	295
1594	334	294
1595	334	294
1596	334	294
1597	335	294
1598	335	293
1599	335	293
1600	335	293
1601	335	293
1602	335	292
1603	336	292
1604	336	292
1605	336	292
1606	336	291
1607	336	291
1608	336	291
1609	337	291
1610	337	290
1611	337	290
1612	337	290
1613	337	290
1614	337	289
1615	338	289
1616	338	289
1617	338	289
1618	338	288
1619	338	288
1620	338	288
1621	339	288
1622	339	287
1623	339	287
1624	339	287
1625	339	287
1626	340	287
1627	340	287
1628	341	287
1629	341	286
1630	341	286
1631	341	286
1632	342	286
1633	342	286
1634	342	286
1635	342	285
1636	342	285
1637	343	285
1638	343	285
1639	343	284
1640	343	284
1641	343	284
1642	343	284
1643	344	283
1644	344	283
1645	344	283
1646	344	283
1647	344	282
1648	344	282
1649	345	282
1650	345	282
1651	345	281
1652	345	281
1653	345	281
1654	345	281
1655	346	280
1656	346	280
1657	346	280
1658	346	280
1659	346	279
1660	346	279
1661	347	279
1662	347	279
1663	347	279
1664	347	278
1665	348	278
1666	348	278
1667	348	278
1668	348	277
1669	348	277
1670	348	277
1671	349	277
1672	349	277
1673	349	276
1674	349	276
1675	349	276
1676	350	276
1677	350	275
1678	350	275
1679	350	275
1680	350	275
1681	350	274
1682	351	274
1683	351	274
1684	351	274
1685	351	273
1686	351	273
1687	351	273
1688	352	273
1689	352	273
1690	352	272
1691	352	272
1692	352	272
1693	352	272
1694	353	271
1695	353	271
1696	353	271
1697	353	271
1698	353	270
1699	353	270
1700	354	270
1701	354	270
1702	354	270
1703	354	269
1704	355	269
1705	355	269
1706	355	269
1707	355	269
1708	355	268
1709	356	268
1710	356	268
1711	356	268
1712	356	267
1713	356	267
1714	357	267
1715	357	267
1716	357	267
1717	357	266
1718	357	266
1719	358	266
1720	358	266
1721	358	266
1722	358	265
1723	358	265
1724	358	265
1725	359	264
1726	359	264
1727	359	264
1728	359	264
1729	359	264
1730	359	263
1731	360	263
1732	360	263
1733	360	263
1734	360	262
1735	360	262
1736	360	262
1737	361	262
1738	361	261
1739	361	261
1740	361	261
1741	361	261
1742	361	261
1743	362	260
1744	362	260
1745	362	260
1746	363	260
1747	363	260
1748	363	260
1749	363	259
1750	363	259
1751	364	259
1752	364	259
1753	364	258
1754	364	258
1755	364	258
1756	364	258
1757	365	257
1758	365	257
1759	365	257
1760	365	257
1761	366	257
1762	366	257
1763	366	256
1764	367	256
1765	367	256
1766	367	256
1767	367	256
1768	367	255
1769	367	255
1770	368	255
1771	368	255
1772	368	255
1773	369	255
1774	369	255
1775	369	254
1776	369	254
1777	370	254
1778	370	254
1779	370	253
1780	370	253
1781	371	253
1782	371	253
1783	371	253
1784	371	253
1785	372	252
1786	372	252
1787	372	252
1788	372	252
1789	373	252
1790	373	252
1791	373	251
1792	374	251
1793	374	251
1794	374	251
1795	374	251
1796	374	250
1797	375	250
1798	375	250
1799	375	250
1800	375	250
1801	375	249
1802	375	249
1803	376	249
1804	376	249
1805	376	248
1806	376	248
1807	376	248
1808	376	248
1809	377	247
1810	377	247
1811	377	247
1812	377	247
1813	377	247
1814	377	246
1815	378	246
1816	378	246
1817	378	246
1818	378	245
1819	378	245
1820	379	245
1821	379	245
1822	379	244
1823	379	244
1824	379	244
1825	379	244
1826	380	244
1827	380	243
1828	380	243
1829	380	243
1830	380	243
1831	380	242
1832	381	242
1833	381	242
1834	381	242
1835	381	242
1836	381	241
1837	382	241
1838	382	241
1839	382	241
1840	383	241
1841	383	241
1842	383	240
1843	384	240
1844	384	240
1845	384	240
1846	384	240
1847	385	240
1848	385	239
1849	385	239
1850	385	239
1851	385	239
1852	386	238
1853	386	238
1854	386	238
1855	386	238
1856	386	238
1857	386	237
1858	387	237
1859	387	237
1860	387	237
1861	387	236
1862	387	236
1863	387	236
1864	388	236
1865	388	235
1866	388	235
1867	388	235
1868	388	235
1869	389	235
1870	389	235
1871	389	234
1872	390	234
1873	390	234
1874	390	234
1875	390	234
1876	391	233
1877	391	233
1878	391	233
1879	391	233
1880	391	233
1881	391	232
1882	392	232
1883	392	232
1884	392	232
1885	392	231
1886	392	231
1887	392	231
1888	393	231
1889	393	230
1890	393	230
1891	393	230
1892	393	230
1893	393	230
1894	394	229
1895	394	229
1896	394	229
1897	394	229
1898	394	228
1899	395	228
1900	395	228
1901	395	228
1902	395	228
1903	395	227
1904	395	227
1905	396	227
1906	396	227
1907	396	226
1908	396	226
1909	396	226
1910	397	226
1911	397	226
1912	397	225
1913	397	225
1914	397	225
1915	398	225
1916	398	225
1917	398	224
1918	398	224
1919	398	224
1920	399	224
1921	399	223
1922	399	223
1923	399	223
1924	399	223
1925	399	222
1926	400	222
1927	400	222
1928	400	222
1929	400	222
1930	400	221
1931	400	221
1932	401	221
1933	401	221
1934	401	220
1935	401	220
1936	401	220
1937	401	220
1938	402	220
1939	402	219
1940	402	219
1941	402	219
1942	402	219
1943	402	218
1944	402	218
1945	403	218
1946	403	218
1947	403	218
1948	403	217
1949	404	217
1950	404	217
1951	404	217
1952	404	216
1953	404	216
1954	405	216
1955	405	216
1956	405	216
1957	405	215
1958	405	215
1959	405	215
1960	406	215
1961	406	214
1962	406	214
1963	406	214
1964	406	214
1965	406	213
1966	407	213
1967	407	213
1968	407	213
1969	407	213
1970	407	212
1971	407	212
1972	407	212
1973	408	212
1974	408	211
1975	408	211
1976	408	211
1977	408	211
1978	409	211
1979	409	210
1980	409	210
1981	409	210
1982	409	210
1983	409	209
1984	410	209
1985	410	209
1986	410	209
1987	410	209
1988	410	208
1989	410	208
1990	411	208
1991	411	208
1992	411	207
1993	411	207
1994	412	207
1995	412	207
1996	412	207
1997	412	206
1998	413	207
1999	413	206
2000	414	206
2001	414	206
2002	414	206
2003	414	206
2004	414	205
2005	414	205
2006	415	205
2007	415	205
2008	415	204
2009	415	204
2010	415	204
2011	415	204
2012	415	203
2013	416	203
2014	416	203
2015	416	203
2016	416	203
2017	416	202
2018	416	202
2019	417	202
2020	417	202
2021	417	201
2022	417	201
2023	417	201
2024	417	201
2025	417	200
2026	418	200
2027	418	200
2028	418	200
2029	419	200
2030	419	200
2031	419	199
2032	419	199
2033	420	199
2034	420	199
2035	420	199
2036	420	198
2037	420	198
2038	420	198
2039	421	198
2040	421	197
2041	421	197
2042	421	197
2043	421	197
2044	421	196
2045	422	196
2046	422	196
2047	422	196
2048	422	196
2049	422	195
2050	422	195
2051	423	195
2052	423	195
2053	423	195
2054	423	194
2055	423	194
2056	423	194
2057	424	194
2058	424	193
2059	424	193
2060	424	193
2061	424	193
2062	425	193
2063	425	192
2064	425	192
2065	425	192
2066	425	192
2067	425	191
2068	426	191
2069	426	191
2070	426	191
2071	426	191
2072	426	190
2073	427	190
2074	427	190
2075	427	190
2076	427	190
2077	427	189
2078	428	189
2079	428	189
2080	428	189
2081	428	188
2082	428	188
2083	428	188
2084	429	188
2085	429	188
2086	429	187
2087	429	187
2088	429	187
2089	429	187
2090	429	186
2091	430	186
2092	430	186
2093	430	186
2094	430	186
2095	430	185
2096	431	185
2097	431	185
2098	431	185
2099	431	185
2100	432	184
2101	432	184
2102	432	184
2103	432	184
2104	433	184
2105	433	183
2106	433	183
2107	433	183
2108	433	183
2109	434	183
2110	434	182
2111	434	182
2112	434	182
2113	434	182
2114	434	181
2115	435	181
2116	435	181
2117	435	181
2118	435	181
2119	435	180
2120	435	180
2121	436	180
2122	436	180
2123	436	180
2124	436	179
2125	436	179
2126	436	179
2127	437	179
2128	437	178
2129	437	178
2130	437	178
2131	437	178
2132	437	178
2133	438	177
2134	438	177
2135	438	177
