iter	RMSE
0	0.1257593268
1	0.1246124204
2	0.1237799099
3	0.1226903336
4	0.1220365902
5	0.1213673715
6	0.1211999539
7	0.1202971601
8	0.1198074478
9	0.119210522
10	0.1185929172
11	0.1176447157
12	0.1171101093
13	0.1165644095
14	0.1158737641
15	0.1154002307
16	0.1148914098
17	0.1143632255
18	0.1139343503
19	0.1136324282
20	0.1130881392
21	0.1124690409
22	0.112053834
23	0.1116357525
24	0.111175928
25	0.1109556321
26	0.1104828585
27	0.1099051351
28	0.1093887486
29	0.108904733
30	0.1082246269
31	0.1079310897
32	0.1076641332
33	0.1072926897
34	0.1069503942
35	0.1065983281
36	0.1063086152
37	0.1059432895
38	0.1055747045
39	0.1052836347
40	0.1049774346
41	0.1045315227
42	0.1043084757
43	0.1038961793
44	0.1033512493
45	0.1031430625
46	0.1027870051
47	0.1027591562
48	0.1021098688
49	0.1018401617
50	0.1015766896
51	0.1012211498
52	0.1010690238
53	0.1007912306
54	0.100630039
55	0.1003385579
56	0.1000145688
57	0.09977082043
58	0.09975313603
59	0.09957882404
60	0.09925369656
61	0.09911708861
62	0.0988440387
63	0.09873879366
64	0.0985318707
65	0.09815666026
66	0.09782720643
67	0.0975692108
68	0.09749176598
69	0.09734862543
70	0.09709073578
71	0.09687509486
72	0.09676445302
73	0.0966122072
74	0.09647342601
75	0.09631793167
76	0.09599961593
77	0.09582781772
78	0.09579659427
79	0.09564238881
80	0.09556759132
81	0.09533173637
82	0.09532090607
83	0.09510953375
84	0.09499168985
85	0.09473626189
86	0.09428368565
87	0.09417230331
88	0.0938712554
89	0.09367415913
90	0.0935329716
91	0.09330301983
92	0.09317912344
93	0.0930275156
94	0.09288520464
95	0.09269451723
96	0.09255938397
97	0.09239670761
98	0.09224775188
99	0.09192049906
100	0.09177466448
101	0.09168912229
102	0.09155176681
103	0.09144838191
104	0.09112237538
105	0.09087875394
106	0.09073945456
107	0.09060641213
108	0.09035868159
109	0.09017920369
110	0.09015025578
111	0.09002495976
112	0.08973941656
113	0.08960933282
114	0.08937861922
115	0.08926469266
116	0.08912304059
117	0.08903340541
118	0.08882073341
119	0.0887101864
120	0.08846080334
121	0.08821393018
122	0.0879048285
123	0.08769730748
124	0.08760762387
125	0.08747608225
126	0.08729183502
127	0.08723719635
128	0.087002309
129	0.08687309993
130	0.08676900456
131	0.08664950735
132	0.08644887444
133	0.08625559601
134	0.08603152144
135	0.08579862039
136	0.08558554651
137	0.0854383714
138	0.08525816218
139	0.08508175345
140	0.08488175745
141	0.08480935804
142	0.0846538241
143	0.08447966114
144	0.08436294691
145	0.08423552335
146	0.08398305625
147	0.08383434395
148	0.08374678612
149	0.08363751584
150	0.08355887826
151	0.08348081694
152	0.08335578877
153	0.0832397853
154	0.08313800045
155	0.08297708541
156	0.0828408876
157	0.08267214759
158	0.0825684144
159	0.08243484855
160	0.08223283357
161	0.08201461055
162	0.08191781504
163	0.08177481905
164	0.08158024366
165	0.08150441511
166	0.08133504142
167	0.08111305422
168	0.08091113762
169	0.08080527779
170	0.08062487057
171	0.08044722626
172	0.08035073302
173	0.08028188295
174	0.08021914535
175	0.08015064261
176	0.08005742563
177	0.07987487423
178	0.07970751281
179	0.07961308681
180	0.07946651825
181	0.07940200922
182	0.07931145883
183	0.07922120189
184	0.07905561649
185	0.07898948421
186	0.07892712827
187	0.07887076039
188	0.07880673726
189	0.07870426536
190	0.07864132555
191	0.07854778562
192	0.07847737455
193	0.07841470286
194	0.07823022409
195	0.07816247394
196	0.07805708652
197	0.07791096001
198	0.07782831787
199	0.07775432375
200	0.07767309615
201	0.07758856648
202	0.07750801232
203	0.0774400072
204	0.07729258159
205	0.07723432076
206	0.07715486921
207	0.07710048516
208	0.07700426614
209	0.07692423847
210	0.07683021089
211	0.07677366602
212	0.07668119515
213	0.07660653544
214	0.07653258788
215	0.07647259215
216	0.07633590028
217	0.07626977675
218	0.07619451868
219	0.07603464745
220	0.07593802861
221	0.07587144163
222	0.07579918441
223	0.0757287403
224	0.07562911707
225	0.07556642164
226	0.07543695777
227	0.07537297732
228	0.07524734862
229	0.07517753212
230	0.07501589006
231	0.07487428425
232	0.07475651116
233	0.07461284987
234	0.07451227075
235	0.07447183604
