iter	Passed	Remaining
530	56	265
531	57	264
532	57	264
533	57	264
534	57	264
535	57	264
536	57	264
537	57	264
538	57	264
539	57	263
540	58	263
541	58	263
542	58	263
543	58	263
544	58	263
545	58	263
546	58	263
547	58	263
548	58	262
549	59	262
550	59	262
551	59	262
552	59	262
553	59	262
554	59	262
555	59	262
556	59	262
557	59	261
558	59	261
559	60	262
560	60	262
561	60	262
562	60	262
563	60	261
564	60	261
565	60	261
566	60	261
567	61	261
568	61	261
569	61	261
570	61	261
571	61	261
572	61	260
573	61	260
574	61	260
575	61	260
576	62	260
577	62	260
578	62	260
579	62	260
580	62	260
581	62	259
582	62	259
583	62	259
584	62	259
585	62	259
586	63	259
587	63	259
588	63	258
589	63	258
590	63	258
591	63	258
592	63	258
593	63	258
594	63	258
595	64	258
596	64	258
597	64	258
598	64	258
599	64	258
600	64	258
601	64	258
602	64	258
603	65	258
604	65	258
605	65	257
606	65	257
607	65	257
608	65	257
609	65	257
610	65	257
611	65	257
612	66	257
613	66	256
614	66	256
615	66	256
616	66	256
617	66	256
618	66	256
619	66	256
620	66	256
621	67	256
622	67	256
623	67	255
624	67	255
625	67	255
626	67	255
627	67	255
628	67	255
629	67	255
630	67	255
631	68	255
632	68	254
633	68	254
634	68	254
635	68	254
636	68	254
637	68	254
638	68	254
639	68	254
640	69	254
641	69	253
642	69	253
643	69	253
644	69	253
645	69	253
646	69	253
647	69	253
648	69	253
649	69	253
650	70	252
651	70	252
652	70	252
653	70	252
654	70	252
655	70	252
656	70	252
657	70	252
658	70	252
659	71	251
660	71	251
661	71	251
662	71	251
663	71	251
664	71	251
665	71	251
666	71	251
667	71	250
668	71	250
669	72	250
670	72	250
671	72	250
672	72	250
673	72	250
674	72	250
675	72	250
676	72	249
677	72	249
678	73	249
679	73	249
680	73	249
681	73	249
682	73	249
683	73	248
684	73	248
685	73	248
686	73	248
687	73	248
688	74	248
689	74	248
690	74	248
691	74	248
692	74	247
693	74	247
694	74	247
695	74	247
696	74	247
697	74	247
698	76	250
699	76	250
700	76	250
701	76	249
702	76	249
703	76	249
704	76	249
705	76	249
706	76	249
707	76	249
708	77	249
709	77	248
710	77	248
711	77	248
712	77	248
713	77	248
714	77	248
715	77	248
716	77	248
717	78	247
718	78	247
719	78	247
720	78	247
721	78	247
722	78	247
723	78	247
724	79	249
725	79	249
726	79	249
727	79	249
728	80	249
729	80	249
730	80	249
731	80	249
732	80	248
733	80	248
734	80	248
735	80	248
736	80	248
737	80	248
738	81	248
739	81	247
740	81	247
741	81	247
742	81	247
743	81	247
744	81	247
745	81	247
746	81	247
747	82	246
748	82	246
749	82	246
750	82	246
751	82	246
752	82	246
753	82	246
754	82	246
755	82	246
756	83	245
757	83	245
758	83	245
759	83	245
760	83	245
761	83	245
762	83	245
763	83	245
764	83	244
765	83	244
766	84	244
767	84	244
768	84	244
769	84	244
770	84	244
771	84	244
772	84	243
773	84	243
774	84	243
775	84	243
776	85	243
777	85	243
778	85	243
779	85	243
780	85	242
781	85	242
782	85	242
783	85	242
784	85	242
785	86	242
786	86	242
787	86	242
788	86	241
789	86	241
790	86	241
791	86	241
792	86	241
793	86	241
794	86	241
795	87	241
796	87	240
797	87	240
798	87	240
799	87	240
800	87	240
801	87	240
802	87	240
803	87	240
804	88	239
805	88	239
806	88	239
807	88	239
808	88	239
809	88	239
810	88	239
811	88	239
812	88	239
813	88	238
814	89	238
815	89	238
816	89	238
817	89	238
818	89	238
819	89	238
820	89	238
821	89	238
822	89	237
823	90	237
824	90	237
825	90	237
826	90	237
827	90	237
828	90	237
829	90	237
830	90	236
831	90	236
832	90	236
833	91	236
834	91	236
835	91	236
836	91	236
837	91	236
838	91	235
839	91	235
840	91	235
841	91	235
842	92	235
843	92	235
844	92	235
845	92	235
846	92	235
847	92	234
848	92	234
849	92	234
850	92	234
851	93	234
852	93	234
853	93	234
854	93	234
855	93	234
856	93	233
857	93	233
858	93	233
859	93	233
860	93	233
861	94	233
862	94	233
863	94	233
864	94	232
865	94	232
866	94	232
867	94	232
868	94	232
869	94	232
870	95	232
871	95	232
872	95	232
873	95	231
874	95	231
875	95	231
876	95	231
877	95	231
878	95	231
879	95	231
880	96	231
881	96	230
882	96	230
883	96	230
884	96	230
885	96	230
886	96	230
887	96	230
888	96	230
889	97	229
890	97	229
891	97	229
892	97	229
893	97	229
894	97	229
895	97	229
896	97	229
897	97	228
898	97	228
899	98	228
900	98	228
901	98	228
902	98	228
903	98	228
904	98	228
905	98	228
906	98	227
907	98	227
908	99	227
909	99	227
910	99	227
911	99	227
912	99	227
913	99	227
914	99	227
915	99	226
916	99	226
917	100	226
918	100	226
919	100	226
920	100	226
921	101	228
922	101	228
923	101	228
924	101	228
925	101	228
926	101	228
927	102	227
928	102	227
929	102	227
930	102	227
931	102	227
932	102	227
933	102	227
934	102	227
935	102	227
936	103	226
937	103	226
938	103	226
939	103	226
940	103	226
941	103	226
942	103	226
943	103	226
944	103	225
945	103	225
946	104	225
947	104	225
948	104	225
949	104	225
950	104	225
951	104	224
952	104	224
953	104	224
954	105	224
955	105	224
956	105	224
957	105	224
958	105	224
959	105	224
960	105	224
961	105	224
962	106	224
963	106	224
964	106	224
965	106	223
966	106	223
967	106	223
968	106	223
969	106	223
970	106	223
971	106	223
972	107	223
973	107	222
974	107	222
975	107	222
976	107	222
977	107	222
978	107	222
979	107	222
980	107	222
981	108	221
982	108	221
983	108	221
984	108	221
985	108	221
986	108	221
987	108	221
988	108	221
989	108	221
990	108	220
991	109	220
992	109	220
993	109	220
994	109	220
995	109	220
996	109	220
997	109	220
998	109	220
999	109	219
1000	110	219
1001	110	219
1002	110	219
1003	110	219
1004	110	219
1005	110	219
1006	110	219
1007	110	219
1008	110	218
1009	111	218
1010	111	218
1011	111	218
1012	111	218
1013	111	218
1014	111	218
1015	111	218
1016	111	218
1017	111	217
1018	112	217
1019	112	217
1020	112	217
1021	112	217
1022	112	217
1023	113	218
1024	113	218
1025	113	218
1026	113	218
1027	113	218
1028	113	218
1029	114	218
1030	114	218
1031	114	218
1032	114	217
1033	114	217
1034	114	217
1035	114	217
1036	114	217
1037	115	217
1038	115	217
1039	115	217
1040	115	217
1041	115	216
1042	115	216
1043	115	216
1044	115	216
1045	115	216
1046	115	216
1047	116	216
1048	116	216
1049	116	215
1050	116	215
1051	116	215
1052	116	215
1053	116	215
1054	116	215
1055	116	215
1056	116	215
1057	117	214
1058	117	214
1059	117	214
1060	117	214
1061	117	214
1062	117	214
1063	117	214
1064	117	214
1065	117	214
1066	118	213
1067	118	213
1068	118	213
1069	118	213
1070	118	213
1071	118	213
1072	118	213
1073	118	213
1074	118	213
1075	119	212
1076	119	212
1077	119	212
1078	119	212
1079	119	212
1080	119	212
1081	119	212
1082	119	212
1083	119	211
1084	120	211
1085	120	211
1086	120	211
1087	120	211
1088	120	211
1089	120	211
1090	120	211
1091	120	210
1092	120	210
1093	120	210
1094	121	210
1095	121	210
1096	121	210
1097	121	210
1098	121	210
1099	121	209
1100	121	209
1101	121	209
1102	121	209
1103	121	209
1104	122	209
1105	122	209
1106	122	209
1107	122	208
1108	122	208
1109	122	208
1110	122	208
1111	122	208
1112	122	208
1113	123	208
1114	123	208
1115	123	208
1116	123	208
1117	123	207
1118	123	207
1119	123	207
1120	123	207
1121	123	207
1122	124	207
1123	124	207
1124	124	207
1125	124	207
1126	124	206
1127	124	206
1128	124	206
1129	124	206
1130	124	206
1131	125	206
1132	125	206
1133	125	206
1134	125	205
1135	125	205
1136	125	205
1137	125	205
1138	125	205
1139	125	205
1140	125	205
1141	126	205
1142	126	204
1143	126	204
1144	126	204
1145	126	204
1146	126	204
1147	126	204
1148	126	204
1149	126	204
1150	126	203
1151	127	203
1152	127	203
1153	127	203
1154	127	203
1155	127	203
